N,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,2_bins,3_bins,4_bins,5_bins,6_bins,7_bins,8_bins,9_bins,10_bins,11_bins,12_bins,13_bins,14_bins,15_bins,16_bins,17_bins,18_bins,19_bins,20_bins,21_bins,22_bins,23_bins,24_bins,25_bins,26_bins,27_bins,28_bins,29_bins,30_bins,31_bins,32_bins,33_bins,34_bins,35_bins,36_bins,37_bins,38_bins,39_bins,40_bins,41_bins,42_bins,43_bins,44_bins,45_bins,46_bins,47_bins,48_bins,49_bins,50_bins
13500,26,26,26,26,-4.724372911080188e-05,-0.0002798194265325,-0.0006684088827515,-0.0014492071909741,-0.0024369670736694,-0.003492892503123,-0.0051952170980293,-0.006598350590516,-0.0082802418767595,-0.0103377049498925,-0.012619514654752,-0.0149526205219729,-0.017246198932594,-0.0203072590629798,-0.023304843296668,-0.0263552214643949,-0.0306736453879725,-0.0336242807306099,-0.0373925936991099,-0.0422595865241817,-0.0462545422806845,-0.0510696631243163,-0.0568515296952094,-0.0613672826869065,-0.0659155644576383,-0.0707960636864388,-0.0780806190613248,-0.0840076201832902,-0.0904293411999672,-0.0964626137358903,-0.1030500115907537,-0.108718165639309,-0.114567671593293,-0.1233655649765461,-0.1322620768497211,-0.1387692979550943,-0.1475997667035793,-0.1569064102741046,-0.1650621843969899,-0.1715344685114619,-0.1818062077533229,-0.1915069504994502,-0.1993055202176767,-0.209333768052554,-0.2215581428949473,-0.2315251243966196,-0.2437021504244629,-0.252765110429352,-0.2640144668764614
14000,27,27,27,27,-5.580348903277965e-05,-0.0002656279181307,-0.0008873046021979,-0.0012828804272033,-0.0023545965710822,-0.0034067204547612,-0.0049332335597829,-0.0061709647761776,-0.0075600558655199,-0.0100623154666963,-0.0117603849741798,-0.0142669725372783,-0.0168338016384201,-0.0195414809293743,-0.0217566027894671,-0.0255903387329547,-0.0289507581138277,-0.031974120067078,-0.035981382503766,-0.0406042750028872,-0.0453226314922163,-0.0497041069595551,-0.0543476750457907,-0.0588597894762985,-0.0641951657072006,-0.0687805393095732,-0.0737496469173288,-0.0801342960888993,-0.0874872349136843,-0.0929925359018781,-0.0992444154249643,-0.1056855432605337,-0.112088286022578,-0.119377638115302,-0.1258208853336038,-0.134990629695066,-0.1426799334604052,-0.1503127915949802,-0.1579134038910199,-0.1662773865226041,-0.1741421120896369,-0.1852101198122415,-0.1946222481282546,-0.2040954786334508,-0.2131763080864654,-0.2227432142662415,-0.2343106987962757,-0.2445770639105715,-0.2556298532312526
14500,28,28,28,28,-7.386604532200192e-05,-0.0003261863369756,-0.0008372812214403,-0.0014573985660848,-0.0023355842287746,-0.0032450071257756,-0.0048504485332991,-0.0061309762162382,-0.0077281235446959,-0.0095430829103952,-0.0115009239534731,-0.0136730463685732,-0.0161463596437352,-0.0185672574394373,-0.0213065426577752,-0.0249598323764912,-0.0280604355636384,-0.0312150796886605,-0.0351717091486154,-0.0394183833896608,-0.0434101593564735,-0.0471419013971239,-0.0524330309040692,-0.0564098393947549,-0.0625072071421604,-0.0669356841561761,-0.0713071263144309,-0.0780927168320779,-0.082138439131091,-0.0889444750415133,-0.0945713737013536,-0.1023965296272741,-0.1083854761736571,-0.1145722243353501,-0.1217047055014024,-0.128828385959701,-0.1369730919572642,-0.144348929743872,-0.1531085947626209,-0.1613982313982838,-0.1691402873138425,-0.1787801493791212,-0.1881034066232345,-0.1951574661870481,-0.2070433334627264,-0.2169610339801009,-0.2275137220499088,-0.2356565221957973,-0.245872415444345
15000,29,29,29,29,-4.870840672621668e-05,-0.0003264059653595,-0.000856842493031,-0.0013451081118986,-0.0021783671708335,-0.0030131079993598,-0.0044055889699148,-0.0062347376262974,-0.007063819749653,-0.0090266111993155,-0.0111814706481885,-0.0130661177921025,-0.0159293701830249,-0.0182258200939169,-0.0209675897248184,-0.0237372024064512,-0.026991385157336,-0.031189853315924,-0.0326637142712344,-0.0377443311913179,-0.0416680586700657,-0.0456922626813733,-0.0498395656916228,-0.0543256164855687,-0.0595428010375167,-0.0641780392143251,-0.0710291803348219,-0.0748538599653692,-0.0793647344830805,-0.0867676220502158,-0.0918423250018358,-0.0976705898638004,-0.1049381042503201,-0.1113553974238747,-0.1185688577157941,-0.1228989728609377,-0.1315611433646895,-0.1394062053709817,-0.1472128272883832,-0.1559597661937735,-0.1639346141668625,-0.1728423344372096,-0.1797494875751892,-0.1900624121226988,-0.198356044041466,-0.2070472814593777,-0.2159556480091398,-0.2288587409357108,-0.2367991864512566
15500,30,30,30,30,-5.022691508360655e-05,-0.0003368899025313,-0.0006129528469536,-0.0013339581193232,-0.0020156973824154,-0.0028421250954018,-0.0040946910653754,-0.0059512888648063,-0.0072056932403641,-0.0088464925098805,-0.010533770339395,-0.0130832967338201,-0.0148286734206211,-0.0171393575809841,-0.0197765315539086,-0.0229249702401332,-0.0257068398129138,-0.0291721172576497,-0.0329710678302062,-0.0360635820194081,-0.0409192442151624,-0.0434382323994189,-0.0479968297896045,-0.0540550012148912,-0.0569441346073711,-0.0621145790535448,-0.0669800584021915,-0.0719406644239466,-0.0791509612778691,-0.0835168660117497,-0.0883460336406871,-0.0938983810571763,-0.1007942902094116,-0.1085715696414846,-0.1143320365344946,-0.1208061913631013,-0.12832542528262,-0.1358651057471878,-0.1435256328974725,-0.1504029113304037,-0.1586823075968038,-0.1658550186233283,-0.1735257778569563,-0.1826258572889481,-0.1931615638964059,-0.2008081205702403,-0.2102439724903959,-0.2192115556469351,-0.2274325082364647
16000,31,31,31,31,-4.804620609200061e-05,-0.000260920370837,-0.00058258560286,-0.0012214256103053,-0.0019252515802015,-0.0030275400332033,-0.0041770527266629,-0.0054525102924736,-0.0070633312071173,-0.0089901949205337,-0.010831665231386,-0.0119350769437227,-0.0150984471904194,-0.016785869804563,-0.0198862760169959,-0.0222331907894917,-0.0259386959437923,-0.0285933973041681,-0.0318435483723948,-0.035580963662964,-0.0387124836797507,-0.04266052907154,-0.0460726551417698,-0.051238547971387,-0.0557545348255477,-0.0605082541842909,-0.0659313527476186,-0.0692901597043667,-0.0755815343183172,-0.0828468354735481,-0.0860593569181427,-0.093478935950312,-0.0974818516198103,-0.1030983582246474,-0.1116518788932934,-0.1163499067763265,-0.1248590573444756,-0.1314027823023593,-0.1378095590060555,-0.1447092440688777,-0.152646751375638,-0.1601101256085186,-0.1689831473169647,-0.1751417446470613,-0.1859391400574797,-0.1922002194458532,-0.203411726333198,-0.2142807337629406,-0.2192376842906851
16500,32,32,32,32,-5.1861471831227135e-05,-0.0002493842963933,-0.0006292121266311,-0.0012482481002238,-0.0019578364768251,-0.0029396334741784,-0.0040551471636236,-0.0054571494654229,-0.0069421668740194,-0.0081274850381936,-0.0099216374844703,-0.0120060414208689,-0.0139830450435289,-0.016747059712197,-0.0190337444310881,-0.0215794912024405,-0.0242117718695249,-0.0275124035098262,-0.0308607700199781,-0.0348054292769646,-0.0373273125833693,-0.0415309117209279,-0.0463407114951968,-0.0490049645138803,-0.0546748708947433,-0.0582330110648632,-0.063266415253036,-0.0673327457900248,-0.0721277118458338,-0.0778302865065381,-0.0841899016306761,-0.0908775969946003,-0.0952807112853957,-0.1009360621129307,-0.1066455965957819,-0.1149205684290413,-0.12064283598834,-0.1276722923854247,-0.133861106409574,-0.1403675604991594,-0.1496644025779705,-0.1561910190356732,-0.1609179781268377,-0.1710831082156527,-0.1807369701480308,-0.1901982632910224,-0.195696181151332,-0.2053615776464745,-0.2131103596473966
17000,33,33,33,33,-5.086023204703416e-05,-0.0002406716727454,-0.0007374319142807,-0.0012255644599541,-0.0018156018535817,-0.0029967763770142,-0.0036663051156855,-0.0053041116342877,-0.0063194725510093,-0.0080585095782206,-0.0097971489187513,-0.0113368265625712,-0.0136643900349313,-0.016149158246645,-0.0183474795274518,-0.020970594945326,-0.0241019462879199,-0.0274942655752683,-0.0310848094659412,-0.0333595741044989,-0.0370131869281094,-0.0398281343371076,-0.0440915449473777,-0.0482663518530674,-0.0529528054784069,-0.0564203170401169,-0.0616768231345083,-0.0657612735691755,-0.0699062874087834,-0.0765450063803578,-0.0806418132901001,-0.0865538559213128,-0.0925518832933125,-0.0970535530401859,-0.1034507164049101,-0.1090017719583968,-0.1160317351785744,-0.1237459446959885,-0.129252450089611,-0.1369999018187506,-0.1429324915936378,-0.149553108735188,-0.1578463175853954,-0.1664471260686193,-0.1734980267006713,-0.184080828194233,-0.1908318573488623,-0.1989846439853124,-0.2073209033444047
17500,34,34,34,34,-3.183332195022537e-05,-0.0002665525328369,-0.0006489870786154,-0.0011325679294644,-0.002009116846922,-0.0026309055494944,-0.0033951411120276,-0.0047262816673403,-0.0064006695825162,-0.0079408916691212,-0.0097820546224633,-0.0114523065161553,-0.0131720616512622,-0.0159452632066661,-0.0181243959073129,-0.0203476212544728,-0.0228913511874235,-0.0265152741620395,-0.0288151203884856,-0.031849629603613,-0.0366527194169306,-0.0386398430460079,-0.0426143524645601,-0.046673658184547,-0.0504220490758022,-0.0554858029298186,-0.0588165869387502,-0.0649434251231584,-0.0680217791867576,-0.0735659949130624,-0.078590982471983,-0.0846312956666937,-0.0898880046641457,-0.0961930772121091,-0.0997560816210541,-0.1079695953713884,-0.1136876189529036,-0.1197651434146562,-0.1257123198755358,-0.1324007757168948,-0.1405636734326849,-0.1450963881485156,-0.1554054454961884,-0.1621108339382653,-0.1694220528986729,-0.1764709601364034,-0.1857175409976781,-0.1934478883109509,-0.1999967921877239
18000,35,35,35,35,-3.619030367685294e-05,-0.0002064935640082,-0.0005860511387496,-0.0013104222784581,-0.0018701281112711,-0.0024707727345729,-0.0037958061726035,-0.0051234216446571,-0.0062854566596421,-0.0073663196017172,-0.0090445484449999,-0.01068193348598,-0.0135160266601674,-0.0151554917083305,-0.0173116169449389,-0.0203453030259286,-0.0226382386822381,-0.0256494247342837,-0.0274782734962162,-0.0309027421695269,-0.0342411791176466,-0.0387857660572956,-0.0413586467160156,-0.0470638986826212,-0.049172821283161,-0.053001834729315,-0.0571881897137513,-0.0620315119194714,-0.0663502556480519,-0.0719337187735993,-0.0770140499532106,-0.0816603383803782,-0.0876299275982281,-0.0938689243376131,-0.0981790002315232,-0.1054358127839591,-0.1104105366359942,-0.1160275568397022,-0.12269430784748,-0.1303614075616934,-0.1366580863874258,-0.1420518743150731,-0.1510941913732084,-0.1562801999583314,-0.1638687812542683,-0.1707708561785468,-0.1804743543996947,-0.1858595771949289,-0.1974081608916806
18500,36,36,36,36,-2.3202648380404867e-05,-0.0002589013536262,-0.000524277691547,-0.0010779190450938,-0.002046766598605,-0.0023974197949603,-0.0035497049852559,-0.0047208676299823,-0.0061118501375703,-0.0078263076761966,-0.008922542360803,-0.0110539289090283,-0.0125958020368344,-0.0150206862282558,-0.017005554290375,-0.0190816763706429,-0.0218857088674795,-0.0248068158575804,-0.028052376542357,-0.0302674010837646,-0.033134715782519,-0.0375325260127477,-0.0406624062717959,-0.0435772874032123,-0.0479071693051107,-0.052124826833201,-0.055496502668511,-0.0602728826387437,-0.0657119630433014,-0.069070764878294,-0.0742841760659001,-0.0799322933251636,-0.0852053981991414,-0.0904937053140431,-0.0950785069009025,-0.1009355673243064,-0.1062763304081899,-0.1126892356916027,-0.1197629712377317,-0.1249806082089692,-0.1317077828499293,-0.1392774615404821,-0.1461535583142819,-0.1522089305740577,-0.1602703182584024,-0.1654997731338197,-0.1744204384853622,-0.1821494168277544,-0.190298831981158
19000,37,37,37,37,-3.365451348458226e-05,-0.0002157821783397,-0.0005238130837255,-0.001093119369532,-0.0016780497462551,-0.0025151068204709,-0.003382520805788,-0.0048587288440606,-0.0056886629015053,-0.0071364220713263,-0.0086552856016175,-0.0104924526766407,-0.0124589917772737,-0.0140433142434122,-0.0167206920096321,-0.0198545747289999,-0.0217201741927972,-0.0239386561583287,-0.0269831639449424,-0.0302841126684665,-0.0331539890835186,-0.035271385085573,-0.0391789182963497,-0.0427030442805334,-0.0463615527429635,-0.0506909509459694,-0.0545448786900255,-0.0586583152484321,-0.062879333719457,-0.0681908344946391,-0.0717486413311681,-0.0776642849783222,-0.0819908218226785,-0.0882688639613942,-0.0927928786831504,-0.099149640468358,-0.1045085875410842,-0.1100265070560784,-0.1162804486130362,-0.1224520379261031,-0.1293346330007114,-0.1342072043779758,-0.1408021794736385,-0.1493950849466792,-0.1542464683530608,-0.1615834914733263,-0.1709334879414177,-0.1787239699601119,-0.1849800057988764
19500,38,38,38,38,-3.791461677282726e-05,-0.0001859484247288,-0.0005633842754171,-0.0010173118067213,-0.0016287826430838,-0.0023957802025011,-0.0033510457161418,-0.0044458742998649,-0.0056396430032767,-0.006982933000188,-0.008698153202443,-0.0106664895518382,-0.0125138504375881,-0.013631667604721,-0.0160394987158727,-0.0184419074222699,-0.0207819591580298,-0.0230356696766866,-0.0258024154052609,-0.028629399027503,-0.0321800724434817,-0.0353054061316635,-0.0382085993949559,-0.0412535548816217,-0.0457459500244885,-0.0489584493594827,-0.0534648691353965,-0.0565190917165248,-0.0617655127458336,-0.0660704268514704,-0.0709012143182796,-0.074991552263179,-0.0797507846447409,-0.0856646224570276,-0.0901936172313933,-0.0950585618980994,-0.101845368358342,-0.1072930933386242,-0.1120933379137723,-0.116996944806532,-0.124776874153091,-0.1306186852234745,-0.1391789975049757,-0.1453094759657283,-0.1510776044680835,-0.1587938259368924,-0.1665115564865624,-0.1728607251997393,-0.1802646911850933
